EGNALDO O HOMEM DO GAS;25133;DEMOCRATAS;DEM;220	
FABIO BENTO;54545;PARTIDO PATRIA LIVRE;PTB / PRTB / PPL;218	
CLEVES ALENCAR;13150;PARTIDO DOS TRABALHADORES;PT;218	
PROFESSOR JOSE ALBERTO NUNES;11221;PARTIDO PROGRESSISTA;PP / PDT;217	
MASKOTY;11777;PARTIDO PROGRESSISTA;PP / PDT;217	
MARLENE;65122;PARTIDO COMUNISTA DO BRASIL;PC do B;214	
RITA LEANDRO;25890;DEMOCRATAS;DEM;211	
VICENTE FILHO;65211;PARTIDO COMUNISTA DO BRASIL;PC do B;210	
BARROSO;70896;PARTIDO TRABALHISTA DO BRASIL;PSDC / PT do B;209	
ESPEDITO FILHO;22123;PARTIDO DA REPUBLICA;PR / PV;208	
CLEONILSON COSTA;55122;PARTIDO SOCIAL DEMOCRATICO;PSDB / PSD;205	
PROF RAIMUNDO;17234;PARTIDO SOCIAL LIBERAL;PRP / PSL / PHS;204	
IDERLENE CAMPOS;55133;PARTIDO SOCIAL DEMOCRATICO;PSDB / PSD;202	
MARCEONE RODRIGUES;65236;PARTIDO COMUNISTA DO BRASIL;PC do B;202	
MARINHEIRO;10101;PARTIDO REPUBLICANO BRASILEIRO;PRB / PMN / PSB;197	
JOSE ALBERTO;23023;PARTIDO POPULAR SOCIALISTA;PSC / PPS;197	
IRIS OLIVEIRA;11444;PARTIDO PROGRESSISTA;PP / PDT;195	
LUCAS PAES LANDIM;36200;PARTIDO TRABALHISTA CRISTAO;PTN / PTC;194	
JULIO CESAR;44190;PARTIDO REPUBLICANO PROGRESSISTA;PRP / PSL / PHS;193	
HE-MAN;27800;PARTIDO SOCIAL DEMOCRATA CRISTAO;PSDC / PT do B;190	
SOARES S.O.S;25192;DEMOCRATAS;DEM;187	
HELI JAIRO;70369;PARTIDO TRABALHISTA DO BRASIL;PSDC / PT do B;186	
VALMIR SOUSA;15333;PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO;PMDB;185	
ANISIO ROCHA;14122;PARTIDO TRABALHISTA BRASILEIRO;PTB / PRTB / PPL;185	
MARIA ZILDA;25456;DEMOCRATAS;DEM;183	
RONALDO MENDES;23999;PARTIDO POPULAR SOCIALISTA;PSC / PPS;180	
FLOR DE MAIO;31312;PARTIDO HUMANISTA DA SOLIDARIEDADE;PRP / PSL / PHS;177	
ROSANGELA COSTA;13222;PARTIDO DOS TRABALHADORES;PT;175	
ELIANA LEITE;20222;PARTIDO SOCIAL CRISTAO;PSC / PPS;174	
SEBASTIANA PEREIRA;43213;PARTIDO VERDE;PR / PV;173	
VICENTE QUEIROZ;43002;PARTIDO VERDE;PR / PV;170	
PROFESSOR JOAO BATISTA;25433;DEMOCRATAS;DEM;168	
PROFESSOR IRAL;25256;DEMOCRATAS;DEM;166	
MARINEIDE ALBUQUERQUE;50123;PARTIDO SOCIALISMO E LIBERDADE;PSOL;165	
PELA EGUA;14000;PARTIDO TRABALHISTA BRASILEIRO;PTB / PRTB / PPL;165	
BAIANO;15789;PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO;PMDB;164	
ROBERTO QUEIROZ;54333;PARTIDO PATRIA LIVRE;PTB / PRTB / PPL;164	
CICERO GOMES;33331;PARTIDO DA MOBILIZACAO NACIONAL;PRB / PMN / PSB;164	
ANTÔNIO TORTO;23910;PARTIDO POPULAR SOCIALISTA;PSC / PPS;163	
SHEYLA MORENO;14222;PARTIDO TRABALHISTA BRASILEIRO;PTB / PRTB / PPL;161	
REJANE MOTA;50000;PARTIDO SOCIALISMO E LIBERDADE;PSOL;161	
SANDRO KNIGHT;27555;PARTIDO SOCIAL DEMOCRATA CRISTAO;PSDC / PT do B;157	
JAIRZINHO;23259;PARTIDO POPULAR SOCIALISTA;PSC / PPS;157	
XHICO GOMES;54000;PARTIDO PATRIA LIVRE;PTB / PRTB / PPL;157	
ROSARIO LEAO;25244;DEMOCRATAS;DEM;156	
ANTONIO ALVES;43553;PARTIDO VERDE;PR / PV;154	
RAIMUNDO NONATO;40100;PARTIDO SOCIALISTA BRASILEIRO;PRB / PMN / PSB;149	
EDILSON LIMA;25333;DEMOCRATAS;DEM;148	
TATILA FREITAS;11258;PARTIDO PROGRESSISTA;PP / PDT;147	
ERICA QUEIROZ;11225;PARTIDO PROGRESSISTA;PP / PDT;146	
JORGINHO DA FORCA;54111;PARTIDO PATRIA LIVRE;PTB / PRTB / PPL;143	
CHICO ANANIAS;23666;PARTIDO POPULAR SOCIALISTA;PSC / PPS;143	
PROFESSOR GIVA;33313;PARTIDO DA MOBILIZACAO NACIONAL;PRB / PMN / PSB;143	
DR. LEONARDO;70070;PARTIDO TRABALHISTA DO BRASIL;PSDC / PT do B;142	
MOSQUITAO;50300;PARTIDO SOCIALISMO E LIBERDADE;PSOL;141	
GRACA COSTA;65000;PARTIDO COMUNISTA DO BRASIL;PC do B;141	
RAIMUNDINHO DA SANTA BARBARA;70870;PARTIDO TRABALHISTA DO BRASIL;PSDC / PT do B;139	
SERGIO RUFINO;65666;PARTIDO COMUNISTA DO BRASIL;PC do B;134	
BAIXINHO DA VILA OPERARIA;23334;PARTIDO POPULAR SOCIALISTA;PSC / PPS;134	
PROFESSOR EMERSON;70349;PARTIDO TRABALHISTA DO BRASIL;PSDC / PT do B;133	
COBRA CHOCA;20555;PARTIDO SOCIAL CRISTAO;PSC / PPS;131	
MARCOS MARTINS;44111;PARTIDO REPUBLICANO PROGRESSISTA;PRP / PSL / PHS;131	
FRANCISCO - TCHESCO;28777;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PTB / PRTB / PPL;130	
SILVIO SUDARIO;28666;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PTB / PRTB / PPL;130	
MICHELLE REGO;43115;PARTIDO VERDE;PR / PV;130	
GERALDO MAGELA;65656;PARTIDO COMUNISTA DO BRASIL;PC do B;129	
FATIMA ZUMBI;36321;PARTIDO TRABALHISTA CRISTAO;PTN / PTC;129	
JOSE MOURA GOMES (DR. MOURA);13555;PARTIDO DOS TRABALHADORES;PT;129	
ANA GALIZA;11199;PARTIDO PROGRESSISTA;PP / PDT;128	
IRMA JESUS;45688;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PSDB / PSD;127	
PROF: RIBAMAR;43007;PARTIDO VERDE;PR / PV;126	
EDIMAR;65112;PARTIDO COMUNISTA DO BRASIL;PC do B;123	
EMANOEL ARAUJO;65777;PARTIDO COMUNISTA DO BRASIL;PC do B;122	
PROFESSORA ELIENE COSTA;23457;PARTIDO POPULAR SOCIALISTA;PSC / PPS;122	
MANOEL MESSIAS;65111;PARTIDO COMUNISTA DO BRASIL;PC do B;122	
PRETINHA;25125;DEMOCRATAS;DEM;121	
CANDIDO LIMA;14456;PARTIDO TRABALHISTA BRASILEIRO;PTB / PRTB / PPL;121	
PAULO HENRIQUE;11233;PARTIDO PROGRESSISTA;PP / PDT;121	
LUCAS LEITAO;50333;PARTIDO SOCIALISMO E LIBERDADE;PSOL;121	
IONADSON MARQUES;31111;PARTIDO HUMANISTA DA SOLIDARIEDADE;PRP / PSL / PHS;121	
TANIA MARA;70233;PARTIDO TRABALHISTA DO BRASIL;PSDC / PT do B;119	
FABIO JUNIOR;43224;PARTIDO VERDE;PR / PV;118	
LORINHO TAXISTA;70333;PARTIDO TRABALHISTA DO BRASIL;PSDC / PT do B;118	
PROF: LOPES;43133;PARTIDO VERDE;PR / PV;117	
CARLOS SILVA;12123;PARTIDO DEMOCRATICO TRABALHISTA;PP / PDT;117	
ETEVAN;31567;PARTIDO HUMANISTA DA SOLIDARIEDADE;PRP / PSL / PHS;117	
SANATIEL;25100;DEMOCRATAS;DEM;117	
CELSO RODRIGUES;31200;PARTIDO HUMANISTA DA SOLIDARIEDADE;PRP / PSL / PHS;116	
JULIANE CHAVES;70777;PARTIDO TRABALHISTA DO BRASIL;PSDC / PT do B;116	
REMEDIO MELO;43443;PARTIDO VERDE;PR / PV;113	
MARIA ELIZABETE;43013;PARTIDO VERDE;PR / PV;93	
REINALDO;65065;PARTIDO COMUNISTA DO BRASIL;PC do B;92	
ANTONIO CARVALHO;70699;PARTIDO TRABALHISTA DO BRASIL;PSDC / PT do B;92	
PENINHA;27333;PARTIDO SOCIAL DEMOCRATA CRISTAO;PSDC / PT do B;91	
ARAUJO;43900;PARTIDO VERDE;PR / PV;89	
MAURO GOMES;54580;PARTIDO PATRIA LIVRE;PTB / PRTB / PPL;89	
LINDINHA;14777;PARTIDO TRABALHISTA BRASILEIRO;PTB / PRTB / PPL;89	
FILINTRO;25670;DEMOCRATAS;DEM;87	
LIMA CAMPOS;44178;PARTIDO REPUBLICANO PROGRESSISTA;PRP / PSL / PHS;87	
JESUS DA VILA;36134;PARTIDO TRABALHISTA CRISTAO;PTN / PTC;86	
NONATO ROCHA;27001;PARTIDO SOCIAL DEMOCRATA CRISTAO;PSDC / PT do B;86	
JEOVAH FILHO;19234;PARTIDO TRABALHISTA NACIONAL;PTN / PTC;86	
BALALAO;25000;DEMOCRATAS;DEM;85	
JOAO HENRIQUE;19456;PARTIDO TRABALHISTA NACIONAL;PTN / PTC;85	
ANTONIA MARIA;43222;PARTIDO VERDE;PR / PV;84	
MENDES DO PT DO B;70845;PARTIDO TRABALHISTA DO BRASIL;PSDC / PT do B;84	
THANIS KILLIAN;36157;PARTIDO TRABALHISTA CRISTAO;PTN / PTC;84	
CARLOS LOPES;43122;PARTIDO VERDE;PR / PV;83	
JANDAIA;13513;PARTIDO DOS TRABALHADORES;PT;83	
CHIQUINHA;55256;PARTIDO SOCIAL DEMOCRATICO;PSDB / PSD;82	
SYLVAN;17700;PARTIDO SOCIAL LIBERAL;PRP / PSL / PHS;82	
WILAMY HIDD;36026;PARTIDO TRABALHISTA CRISTAO;PTN / PTC;82	
ZENON;23567;PARTIDO POPULAR SOCIALISTA;PSC / PPS;81	
ELISANGELA;25522;DEMOCRATAS;DEM;80	
PANCADAO SAMURAI;44007;PARTIDO REPUBLICANO PROGRESSISTA;PRP / PSL / PHS;80	
JOAO NOLETO;44144;PARTIDO REPUBLICANO PROGRESSISTA;PRP / PSL / PHS;79	
THIAGO SAMPAIO;28222;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PTB / PRTB / PPL;78	
MARIA DA LUZ;70246;PARTIDO TRABALHISTA DO BRASIL;PSDC / PT do B;77	
LUIS ROSA;31234;PARTIDO HUMANISTA DA SOLIDARIEDADE;PRP / PSL / PHS;77	
CLOVES JOSE;29029;PARTIDO DA CAUSA OPERARIA;PCB / PCO;77	
JANAINA FLORINDA;65999;PARTIDO COMUNISTA DO BRASIL;PC do B;75	
NAYRA LIMA;15132;PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO;PMDB;75	
GERSON;21777;PARTIDO COMUNISTA BRASILEIRO;PCB / PCO;74	
IRMA IRACEMA GOMES;36601;PARTIDO TRABALHISTA CRISTAO;PTN / PTC;74	
ADELIO MARTESSO;12456;PARTIDO DEMOCRATICO TRABALHISTA;PP / PDT;74	
JERONIMO SA;54888;PARTIDO PATRIA LIVRE;PTB / PRTB / PPL;74	
HONORINO NETO;11211;PARTIDO PROGRESSISTA;PP / PDT;73	
CACIQUE;12122;PARTIDO DEMOCRATICO TRABALHISTA;PP / PDT;72	
ANTONIO DE DEUS;40001;PARTIDO SOCIALISTA BRASILEIRO;PRB / PMN / PSB;72	
VERA LUCIA;45245;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PSDB / PSD;71	
DEUSIMAR;54222;PARTIDO PATRIA LIVRE;PTB / PRTB / PPL;70	
EUDA MARIA;14258;PARTIDO TRABALHISTA BRASILEIRO;PTB / PRTB / PPL;70	
EDILSON SOM;21123;PARTIDO COMUNISTA BRASILEIRO;PCB / PCO;70	
JESUS;22613;PARTIDO DA REPUBLICA;PR / PV;69	
PAULO SALAO;31032;PARTIDO HUMANISTA DA SOLIDARIEDADE;PRP / PSL / PHS;68	
ALEXANDRE;11122;PARTIDO PROGRESSISTA;PP / PDT;67	
CARMINHA BOLEIRA;27008;PARTIDO SOCIAL DEMOCRATA CRISTAO;PSDC / PT do B;66	
KATYA CASTRO;70159;PARTIDO TRABALHISTA DO BRASIL;PSDC / PT do B;66	
FRED SHAS;10110;PARTIDO REPUBLICANO BRASILEIRO;PRB / PMN / PSB;66	
PROF. RAIMUNDO;45128;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PSDB / PSD;65	
OTILIA;25888;DEMOCRATAS;DEM;64	
SARAIVA;15147;PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO;PMDB;64	
FRANCY;43111;PARTIDO VERDE;PR / PV;62	
LUIZ CARLOS DE OLIVEIRA;40400;PARTIDO SOCIALISTA BRASILEIRO;PRB / PMN / PSB;62	
CLEIDE;25666;DEMOCRATAS;DEM;61	
JULIANA LOPES;13556;PARTIDO DOS TRABALHADORES;PT;60	
ADAILSON OLIVEIRA;45678;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PSDB / PSD;58	
JOAO RODRIGUES;43666;PARTIDO VERDE;PR / PV;57	
BORGES;11789;PARTIDO PROGRESSISTA;PP / PDT;57	
BARBOSA NETO;25444;DEMOCRATAS;DEM;55	
ANTONIA FEITOSA;44044;PARTIDO REPUBLICANO PROGRESSISTA;PRP / PSL / PHS;55	
GEEMAO;31456;PARTIDO HUMANISTA DA SOLIDARIEDADE;PRP / PSL / PHS;55	
ROSARIA VITORINO;44555;PARTIDO REPUBLICANO PROGRESSISTA;PRP / PSL / PHS;54	
TRINDADE;45113;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PSDB / PSD;54	
FRANCIEL;54444;PARTIDO PATRIA LIVRE;PTB / PRTB / PPL;53	
TATIANA MEDEIROS;54001;PARTIDO PATRIA LIVRE;PTB / PRTB / PPL;53	
PROFESSORA REGINA SEABRA;15888;PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO;PMDB;52	
JESUS MORORO;12567;PARTIDO DEMOCRATICO TRABALHISTA;PP / PDT;52	
SOLDADO ELISMARIO;10190;PARTIDO REPUBLICANO BRASILEIRO;PRB / PMN / PSB;52	
CATIRINA;44999;PARTIDO REPUBLICANO PROGRESSISTA;PRP / PSL / PHS;51	
MARCIO VALE;23000;PARTIDO POPULAR SOCIALISTA;PSC / PPS;50	
CARLOS AMORIM;70088;PARTIDO TRABALHISTA DO BRASIL;PSDC / PT do B;50	
VICENTE TAVARES;54678;PARTIDO PATRIA LIVRE;PTB / PRTB / PPL;49	
CONCEICAO SILVA;15555;PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO;PMDB;49	
CARLOS ALVES;36540;PARTIDO TRABALHISTA CRISTAO;PTN / PTC;48	
ELI;36173;PARTIDO TRABALHISTA CRISTAO;PTN / PTC;48	
HELIO MORAES;25147;DEMOCRATAS;DEM;47	
JOAQUIM SOUSA;25251;DEMOCRATAS;DEM;46	
PASTOR MACEDO;33456;PARTIDO DA MOBILIZACAO NACIONAL;PRB / PMN / PSB;46	
MARLENE SILVA;28444;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PTB / PRTB / PPL;45	
NEY MAGNNO;25345;DEMOCRATAS;DEM;44	
HELIO MACAUBA;25633;DEMOCRATAS;DEM;44	
GABIGABRIELA;70700;PARTIDO TRABALHISTA DO BRASIL;PSDC / PT do B;43	
CARLINHOS VASSOURA;23445;PARTIDO POPULAR SOCIALISTA;PSC / PPS;43	
ANYELLE LIMA;23188;PARTIDO POPULAR SOCIALISTA;PSC / PPS;43	
MAURA ADAMO;10456;PARTIDO REPUBLICANO BRASILEIRO;PRB / PMN / PSB;41	
MANOEL CIRILO;10112;PARTIDO REPUBLICANO BRASILEIRO;PRB / PMN / PSB;41	
HEDILENE FERNANDES;36226;PARTIDO TRABALHISTA CRISTAO;PTN / PTC;41	
CATARINA LIMA;43234;PARTIDO VERDE;PR / PV;41	
FATIMA;65888;PARTIDO COMUNISTA DO BRASIL;PC do B;40	
ANDREA RESENDE;65099;PARTIDO COMUNISTA DO BRASIL;PC do B;39	
THIAGO REIS;43003;PARTIDO VERDE;PR / PV;38	
MANOEL DO GAS;43220;PARTIDO VERDE;PR / PV;37	
CONCEICAO PORTELA;36888;PARTIDO TRABALHISTA CRISTAO;PTN / PTC;35	
CELESTE FREITAS;22111;PARTIDO DA REPUBLICA;PR / PV;34	
SOCORRO ANDRADE;12555;PARTIDO DEMOCRATICO TRABALHISTA;PP / PDT;33	
FRANCISCO SILVA;17012;PARTIDO SOCIAL LIBERAL;PRP / PSL / PHS;31	
SEU MESSIAS;11115;PARTIDO PROGRESSISTA;PP / PDT;30	
ONITA MAGALHAES;22280;PARTIDO DA REPUBLICA;PR / PV;29	
EDMILSON TORRES;44556;PARTIDO REPUBLICANO PROGRESSISTA;PRP / PSL / PHS;28	
CARMELIO MACEDO;54190;PARTIDO PATRIA LIVRE;PTB / PRTB / PPL;27	
NATHU NERIS;10777;PARTIDO REPUBLICANO BRASILEIRO;PRB / PMN / PSB;25	
DR. ABREU;11156;PARTIDO PROGRESSISTA;PP / PDT;23	
JURACY SODRE;25255;DEMOCRATAS;DEM;20	
RUBENS COSTA;65090;PARTIDO COMUNISTA DO BRASIL;PC do B;20	
EVANDRO DE CARVALHO;55474;PARTIDO SOCIAL DEMOCRATICO;PSDB / PSD;19	
PE QUENTE;36255;PARTIDO TRABALHISTA CRISTAO;PTN / PTC;18	
ELIANE TEREZINHA;14888;PARTIDO TRABALHISTA BRASILEIRO;PTB / PRTB / PPL;18	
LAINE NARA;23251;PARTIDO POPULAR SOCIALISTA;PSC / PPS;16	
MARCELO WILLIAM;65100;PARTIDO COMUNISTA DO BRASIL;PC do B;16	
DEROCI;13424;PARTIDO DOS TRABALHADORES;PT;13	
MARGARIDA;70999;PARTIDO TRABALHISTA DO BRASIL;PSDC / PT do B;12	
MEBUR;43128;PARTIDO VERDE;PR / PV;11	
MIRA;13227;PARTIDO DOS TRABALHADORES;PT;10	
FAUSTO RIPARDO;21131;PARTIDO COMUNISTA BRASILEIRO;PCB / PCO;10	
MARIA NUNES;15444;PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO;PMDB;9	
RAVENA;12000;PARTIDO DEMOCRATICO TRABALHISTA;PP / PDT;9	
DALCILENE;70000;PARTIDO TRABALHISTA DO BRASIL;PSDC / PT do B;9	
ANA MARIA;36008;PARTIDO TRABALHISTA CRISTAO;PTN / PTC;8	
NILVANIA;17002;PARTIDO SOCIAL LIBERAL;PRP / PSL / PHS;8	
ANA PAULA MARTINS;33178;PARTIDO DA MOBILIZACAO NACIONAL;PRB / PMN / PSB;7	
WIILYANE DE MELO;33034;PARTIDO DA MOBILIZACAO NACIONAL;PRB / PMN / PSB;5	
HALLYSON FERREIRA;16161;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;PSTU;5	
ROSANGELA GUALTER;40777;PARTIDO SOCIALISTA BRASILEIRO;PRB / PMN / PSB;5	
SOCORRO DA SILVA;22789;PARTIDO DA REPUBLICA;PR / PV;4	
MARIA DE FATIMA;10113;PARTIDO REPUBLICANO BRASILEIRO;PRB / PMN / PSB;4	
ANA ELIANA;23175;PARTIDO POPULAR SOCIALISTA;PSC / PPS;4	
ANANCI;45232;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PSDB / PSD;4	
GERVASIO SANTOS;16163;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;PSTU;3	
RAYNE;10117;PARTIDO REPUBLICANO BRASILEIRO;PRB / PMN / PSB;3	
DAVI;17888;PARTIDO SOCIAL LIBERAL;PRP / PSL / PHS;3	
SOCORRO SILVA;23869;PARTIDO POPULAR SOCIALISTA;PSC / PPS;3	
THAMYRIS;36001;PARTIDO TRABALHISTA CRISTAO;PTN / PTC;3	
ALINE MELO;44450;PARTIDO REPUBLICANO PROGRESSISTA;PRP / PSL / PHS;3	
TOINHA MUNDURI;28888;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PTB / PRTB / PPL;3	
LUCIANA DE ARAUJO;21101;PARTIDO COMUNISTA BRASILEIRO;PCB / PCO;2	
MARA SENA DE AMORIM;10248;PARTIDO REPUBLICANO BRASILEIRO;PRB / PMN / PSB;2	
AMPARO;23170;PARTIDO POPULAR SOCIALISTA;PSC / PPS;2	
STEPHANO BATISTA;33123;PARTIDO DA MOBILIZACAO NACIONAL;PRB / PMN / PSB;2	
MARLENE ARAUJO;36010;PARTIDO TRABALHISTA CRISTAO;PTN / PTC;2	
MARIA DA LUZ PEREIRA;10213;PARTIDO REPUBLICANO BRASILEIRO;PRB / PMN / PSB;2	
DRA. ELISVANIA;17001;PARTIDO SOCIAL LIBERAL;PRP / PSL / PHS;2	
POLLYANNE LEAL;44800;PARTIDO REPUBLICANO PROGRESSISTA;PRP / PSL / PHS;1	
SILVANIA;40463;PARTIDO SOCIALISTA BRASILEIRO;PRB / PMN / PSB;1	
ROSANGELA VASCONCELOS;40409;PARTIDO SOCIALISTA BRASILEIRO;PRB / PMN / PSB;1	
FATIMA RAMOS;40200;PARTIDO SOCIALISTA BRASILEIRO;PRB / PMN / PSB;1	
ANA;44440;PARTIDO REPUBLICANO PROGRESSISTA;PRP / PSL / PHS;1	
DAYANA;45646;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PSDB / PSD;1	
ROSICLEIA LEAL;44330;PARTIDO REPUBLICANO PROGRESSISTA;PRP / PSL / PHS;1	
ROSANGELA;15999;PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO;PMDB;1	
ZORAIA;44600;PARTIDO REPUBLICANO PROGRESSISTA;PRP / PSL / PHS;1	
JOSELIA;23001;PARTIDO POPULAR SOCIALISTA;PSC / PPS;1	
D. FRANCISCA;25900;DEMOCRATAS;DEM;1	
